state,cd,year,total_vote,rep_vote,rep_candidate,dem_vote,dem_candidate,other_vote,plurality_vote,plurality_party,source_volume,confidence,validation_pct_diff
CONNECTICUT,6,1996,227756.0,113020.0,"IOHNSON, NANCY L",111433.0,"KOSKOFF, CHARLOTTE",3303.0,1587.0,R,24,high,0.0
CONNECTICUT,6,1994,192717.0,123101.0,"JOHNSON, NANCY L",60701.0,"KOSKOFF, CHARLOTTE",8915.0,62400.0,R,24,high,0.0
CONNECTICUT,6,1992,239597.0,166967.0,"JOHNSON, NANCY L",60373.0,"SLASON, EUGENE F.",12257.0,106594.0,R,24,high,0.0
DELAWARE,AL,2000,313171.0,211797.0,"CASTLE, MICHAEL N.",96488.0,"MILLER, MICHEAL C.",4886.0,115309.0,R,24,high,0.0
DELAWARE,AL,1998,180527.0,119811.0,"CASTLE, MICHAEL N.",57446.0,"WILLIAMS, DENNIS E.",3270.0,62365.0,R,24,high,0.0
DELAWARE,AL,1996,266836.0,185576.0,"CASTLE, MICHAEL N.",73253.0,"WILLIAMS, DENNIS E.",8007.0,112323.0,R,24,high,0.0
DELAWARE,AL,1994,195037.0,37960.0,"CASTLE, MICHAEL N.",51803.0,"DESANTIS, CAROL ANN",5274.0,86157.0,R,24,high,0.5127232268749007
DELAWARE,AL,1992,276157.0,153037.0,"CASTLE, MICHAEL N.",117426.0,"WOO, S. B.",5694.0,35611.0,R,24,high,0.0
DELAWARE,AL,1990,177432.0,58037.0,"WILLIAMS, RALPH .",116274.0,"CARPER, THOMAS R.",3121.0,58237.0,D,24,high,0.0
DELAWARE,AL,1988,234517.0,761.0,"KRAPF, JAMES P.",79.0,"CARPER, THOMAS R.",158338.0,82159.0,D,24,high,0.3212517642644243
DELAWARE,AL,1986,160757.0,53767.0,"NEUBERGER, THOMAS S.",106351.0,"CARPER, THOMAS R.",639.0,52584.0,D,24,high,0.0
DELAWARE,AL,1984,243014.0,100650.0,"DUPONT, ELISE",142070.0,"CARPER, THOMAS R.",294.0,41420.0,D,24,high,0.0
DELAWARE,AL,1982,188064.0,87153.0,"EVANS, THOMAS B.",98533.0,"CARPER, THOMAS R.",2378.0,11380.0,D,24,high,0.0
DELAWARE,AL,1980,216629.0,33842.0,"EVANS, THOMAS B.",81227.0,"MAXWELL, ROBERT L.",1560.0,52615.0,R,24,high,0.4616187121761168
DELAWARE,AL,1978,157566.0,91689.0,"EVANS, THOMAS B.",64863.0,"HINDES, GARY E.",1014.0,26826.0,R,24,high,0.0
DELAWARE,AL,1976,214799.0,110677.0,"EVANS, THOMAS B.",102431.0,"SHIPLEY, SAMUEL L.",1691.0,8246.0,R,24,high,0.0
DELAWARE,AL,1974,160328.0,93826.0,"DUPONT, PIERRE",63490.0,"SOLES, JAMES",3012.0,30336.0,R,24,high,0.0
DELAWARE,AL,1972,225851.0,141237.0,"DUPONT, PIERRE",83230.0,"HANDLOFF, NORMA",1384.0,58007.0,R,24,high,0.0
DELAWARE,AL,1970,160313.0,86125.0,"DUPONT, PIERRE",71429.0,"DANIELLO, JOHN D.",2759.0,14696.0,R,24,high,0.0
DELAWARE,AL,1968,200820.0,117827.0,"ROTH, WILLIAM V.",82993.0,"MCDOWELL, HARRIS B.",,34834.0,R,24,high,
DELAWARE,AL,1966,163103.0,90961.0,"ROTH, WILLIAM V.",72142.0,"MCDOWELL, HARRIS B.",,18819.0,R,24,high,
DELAWARE,AL,1964,198691.0,86254.0,"SNOWDEN, JAMES H.",112361.0,"MCDOWELL, HARRIS B.",76.0,26107.0,D,24,high,0.0
DELAWARE,AL,1962,153356.0,71934.0,"WILLIAMS, WILMER F.",81166.0,"MCDOWELL, HARRIS B.",256.0,9232.0,D,24,high,0.0
DELAWARE,AL,1960,194564.0,96337.0,"MCKINSTRY, JAMES T.",98227.0,"MCDOWELL, HARRIS B.",,1890.0,D,24,high,
DELAWARE,AL,1958,152896.0,76099.0,"HASKELL, HARRY C.",76797.0,"MCDOWELL, HARRIS B.",698.0,,,24,high,0.004565194642109669
DELAWARE,AL,1956,176182.0,91538.0,"HASKELL, HARRY G.",84644.0,"MCDOWELL, HARRIS B.",,6894.0,R,24,high,
DELAWARE,AL,1954,144236.0,65035.0,"MARTIN, LILLIAN",79201.0,"MCDOWELL, HARRIS B.",,14166.0,D,24,high,
DELAWARE,AL,1952,170015.0,88285.0,"WARBURTON, H. B.",81730.0,"SCANNELL, JOSEPH S.",,6555.0,R,24,high,
DELAWARE,AL,1950,129404.0,73313.0,"BOGGS, J. CALEB",56091.0,"WINCHESTER, H. M.",,17222.0,R,24,high,
FLORIDA,1,2000,227539.0,,,,,1066.0,,,24,high,
FLORIDA,1,1998,141188.0,140525.0,"SCARBOROUGH, JOE",,,663.0,140525.0,R,24,high,
FLORIDA,1,1996,242545.0,75946.0,"SCARBOROUGH, JOE",6649.0,"BECK, KEVIN",104.0,109451.0,R,24,high,0.6590364674596466
FLORIDA,1,1994,183420.0,112901.0,"SCARBOROUGH, JOE",7038.0,"S     WHIBBS, VINCE",130.0,42512.0,R,24,high,0.345387634936212
FLORIDA,1,1992,228632.0,100349.0,"KETCHEL, TERRY",118941.0,"HUTTO, EARL D.",9342.0,18592.0,D,24,high,0.0
FLORIDA,2,2000,257403.0,71754.0,"DODD, DOUG",185579.0,"BOYD, ALLEN",70.0,113825.0,D,24,high,0.0
FLORIDA,2,1998,145420.0,,,38440.0,"BOYD, ALLEN",6980.0,138440.0,D,24,high,
FLORIDA,2,1996,232400.0,94122.0,"SUTTON, BILL",138151.0,"BOYD, ALLEN",127.0,44029.0,D,24,high,0.0
FLORIDA,4,2000,303286.0,203090.0,"CRENSHAW, ANDER",94587.0,"SULLIVAN, TOM",5609.0,108503.0,R,24,high,0.0
FLORIDA,4,1998,,,,,,,,,24,high,
FLORIDA,4,1996,,,,,,,,,24,high,
FLORIDA,5,2000,280598.0,100244.0,"ENWALL, PETE",180338.0,"THURMAN, KAREN L",16.0,80094.0,D,24,high,0.0
FLORIDA,5,1998,199152.0,,,132005.0,"THURMAN, KAREN L.",67147.0,32005.0,D,24,high,
FLORIDA,5,1996,261101.0,100051.0,"GENTRY, DAVE",161050.0,"THURMAN, KAREN L",,60999.0,D,24,high,
FLORIDA,6,2000,178972.0,178789.0,"STEARNS, CLIFFORD B.",,,183.0,178789.0,R,24,high,
FLORIDA,6,1998,,,,,,,,,24,high,
FLORIDA,6,1996,240442.0,161527.0,"STEARNS, CLIFFORD B.",78908.0,"O'BRIEN, NEWELL",,82619.0,R,24,high,
FLORIDA,7,2000,270560.0,171018.0,"MICA, JOHN L",99531.0,"VAUGHEN, DAN",11.0,71487.0,R,24,high,0.0
FLORIDA,7,1998,,,,,,,,,24,high,
FLORIDA,7,1996,231557.0,143667.0,"MICA, JOHN L",87832.0,"STUART, GEORGE JR.",58.0,55835.0,R,24,high,0.0
FLORIDA,7,1994,179458.0,131711.0,"MICA, JOHN L",47747.0,"GODDARD, EDWARD D.",,83964.0,R,24,high,
FLORIDA,7,1992,223023.0,125823.0,"MICA, OHN L",96945.0,"WEBSTER, DAN",255.0,28878.0,R,24,high,0.0
FLORIDA,8,2000,246593.0,125253.0,"KELLER, RIC",121295.0,"CHAPIN, LINDA W.",45.0,3958.0,R,24,high,0.0
FLORIDA,8,1998,158575.0,104298.0,"MCCOLLUM, BILL",54245.0,"KRULICK, AL",32.0,50053.0,R,24,high,0.0
FLORIDA,8,1996,202326.0,136515.0,"MCCOLLUM, BILL",65794.0,"KRULICK, AL",17.0,70721.0,R,24,high,0.0
FLORIDA,8,1994,131815.0,131376.0,"MCCOLLUM, BILL",,,439.0,131376.0,R,24,high,
FLORIDA,8,1992,207122.0,141977.0,"MCCOLLUM, BILL",65145.0,"KOVALESKI, CHUCK",,76832.0,R,24,high,
FLORIDA,9,2000,256794.0,210318.0,"BILIRAKIS, MICHAEL",,,46476.0,210318.0,R,24,high,
FLORIDA,9,1998,,,,,,,,,24,high,
FLORIDA,9,1996,235517.0,161708.0,"BILIRAKIS, MICHAEL",73809.0,"PROVENZANO, JERRY",,87899.0,R,24,high,
FLORIDA,9,1994,177405.0,177253.0,"BILIRAKIS, MICHAEL",,,152.0,177253.0,R,24,high,
FLORIDA,9,1992,268163.0,158028.0,"BILIRAKIS, MICHAEL",110135.0,"KNAPP, CHERYL D.",,47893.0,R,24,high,
FLORIDA,10,2000,194003.0,146799.0,"YOUNG, C. W.",,,47204.0,146799.0,R,24,high,
FLORIDA,10,1998,,,,,,,,,24,high,
FLORIDA,10,1996,171820.0,114443.0,"YOUNG, C. W.",57375.0,"GREEN, HENRY",,57068.0,R,24,high,
FLORIDA,10,1994,,,,,,,,,24,high,
FLORIDA,10,1992,264415.0,149606.0,"YOUNG, C. W.",114809.0,MOFFITT KAREN,,34797.0,R,24,high,
FLORIDA,11,2000,76683.0,,,149465.0,"DAVIS, JIM",27218.0,149465.0,D,24,high,
FLORIDA,11,1998,131438.0,46176.0,"CHILLURA, JOE",85262.0,"DAVIS, JIM",,39086.0,D,24,high,
FLORIDA,11,1996,187403.0,78881.0,"SHARPE, MARK",108522.0,"DAVIS, JIM",,29641.0,D,24,high,
FLORIDA,11,1994,148942.0,72119.0,"SHARPE, MARK",76814.0,"GIBBONS, SAM M.",,4695.0,D,24,high,
FLORIDA,11,1992,191354.0,77640.0,"SHARPE, MARK",100984.0,"GIBBONS, SAM M.",12730.0,23344.0,D,24,high,0.0
FLORIDA,12,2000,219625.0,125224.0,"PUTNAM, ADAM H.",94395.0,"STEDEM, MIKE",,30829.0,R,24,high,
FLORIDA,12,1998,,,,,,,,,24,high,
FLORIDA,12,1996,199097.0,122584.0,"CANADY, CHARLES T.",76513.0,"CANADY, MIKE",,46071.0,R,24,high,
FLORIDA,12,1994,163326.0,106123.0,"CANADY, CHARLES T.",57203.0,"CONNORS, ROBERT",,48920.0,R,24,high,
FLORIDA,12,1992,192830.0,100484.0,"CANADY, CHARLES T.",92346.0,"MIMS, TOM",,8138.0,R,24,high,
FLORIDA,13,2000,275587.0,175918.0,"MILLER, DAN",99568.0,"DUNN, DANIEL E.",101.0,76350.0,R,24,high,0.0
FLORIDA,13,1998,,,,,,,,,24,high,
FLORIDA,13,1996,269904.0,173671.0,"MILLER, DAN",96098.0,"GORDON, SANFORD",135.0,77573.0,R,24,high,0.0
FLORIDA,13,1994,,,,,,,,,24,high,
FLORIDA,13,1992,274648.0,158881.0,"MILLER, DAN",115767.0,"SNELL, RAND",,43114.0,R,24,high,
FLORIDA,14,2000,284615.0,242614.0,"GOSS, PORTER .",,,42001.0,242614.0,R,24,high,
FLORIDA,14,1998,,,,,,,,,24,high,
FLORIDA,14,1996,240834.0,76992.0,"GOSS, PORTER J.",63842.0,"NOLAN, JIM",,113150.0,R,24,high,
FLORIDA,14,1994,,,,,,,,,24,high,
FLORIDA,14,1992,268511.0,220351.0,"GOSS, PORTER J.",,,48160.0,220351.0,R,24,high,
FLORIDA,19,2000,238869.0,67789.0,"THOMPSON, MORRIS KENT",171080.0,"WEXLER, ROBERT",,103291.0,D,24,high,
FLORIDA,19,1998,,,,,,,,,24,high,
FLORIDA,19,1996,287867.0,99101.0,"KENNEDY, BEVERLY",188766.0,"WEXLER, ROBERT",,89665.0,D,24,high,
FLORIDA,19,1994,223370.0,,,,,,,,24,high,
FLORIDA,19,1992,281294.0,103867.0,"METZ, LARRY",77423.0,"JOHNSTON, HARRY",,73556.0,D,24,high,
