year,state_po,district,county_fips,candidate,party,whole_county,state_rule,source,county_method
1994,FL,23,12011,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12051,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12085,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12086,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12093,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12099,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1994,FL,23,12111,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1994,same_map_year:1992
1996,FL,04,12031,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,FL,04,12035,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,FL,04,12089,Tillie K. Fowler,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,FL,04,12109,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,FL,04,12127,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,01,22051,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,01,22071,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,01,22103,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,01,22105,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,01,22117,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,02,22051,William J. Jefferson,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:1998
1996,LA,02,22071,William J. Jefferson,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:1998
1996,LA,03,22005,W. J. (Billy) Tauzin,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22007,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22045,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22051,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22057,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22075,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22087,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22089,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22093,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22095,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22099,W. J. (Billy) Tauzin,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22101,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1996,LA,03,22109,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1996,same_map_year:2000
1998,AR,01,05001,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05021,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05023,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05031,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05035,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05037,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05049,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05055,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05063,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05065,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05067,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05075,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05077,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05085,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05093,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05095,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05107,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05111,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05117,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05121,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05123,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05129,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05135,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05137,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,AR,01,05147,Marion Berry,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,04,12031,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,04,12035,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,04,12089,Tillie K. Fowler,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,04,12109,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,04,12127,Tillie K. Fowler,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,06,12003,Cliff Stearns,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12007,Cliff Stearns,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12019,Cliff Stearns,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12031,Cliff Stearns,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12069,Cliff Stearns,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12083,Cliff Stearns,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12107,Cliff Stearns,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12119,Cliff Stearns,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,06,12125,Cliff Stearns,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,07,12095,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,07,12117,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,07,12127,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,09,12057,Michael Bilirakis,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,09,12101,Michael Bilirakis,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,09,12103,Michael Bilirakis,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,10,12103,C. W. Bill Young,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12027,Charles T. Canady,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12049,Charles T. Canady,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12055,Charles T. Canady,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12057,Charles T. Canady,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12101,Charles T. Canady,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,12,12105,Charles T. Canady,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,13,12015,Dan Miller,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,13,12057,Dan Miller,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,13,12081,Dan Miller,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,13,12115,Dan Miller,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,14,12015,Porter J. Goss,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,14,12021,Porter J. Goss,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,14,12071,Porter J. Goss,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12043,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12051,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12055,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12085,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12093,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12099,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,16,12111,Mark Foley,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,17,12086,Carrie P. Meek,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,18,12086,Ileana Ros-Lehtinen,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,FL,19,12011,Robert Wexler,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,19,12099,Robert Wexler,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,20,12011,Peter Deutsch,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,20,12087,Peter Deutsch,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,22,12011,E. Clay Shaw Jr.,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,22,12099,E. Clay Shaw Jr.,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12011,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12051,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12085,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12093,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12099,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,FL,23,12111,Alcee L. Hastings,DEM,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,01,22051,Bob Livingston,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
